word,typo_tokens,splitted_typo_tokens,typo_type,same_token_num,same_token_num2,freq,freq_quantile,word_len,typo_word_len
sure,sre,"['s', 're']",deletion,True,True,4,0,4,3
align,aliegn,"['ali', 'e', 'gn']",insertion,True,True,9,0,5,6
mania,maniua,"['ma', 'ni', 'ua']",insertion,False,True,4,0,5,6
squeeze,squeehe,"['s', 'quee', 'he']",substitution,False,True,4,0,7,7
toast,toazst,"['toa', 'z', 'st']",insertion,False,True,10,0,5,6
dispatcher,disvatcher,"['dis', 'vat', 'c', 'h', 'er']",substitution,False,True,10,0,10,10
placer,plcer,"['pl', 'cer']",deletion,False,False,7,0,6,5
ssp,ssjp,"['ss', 'jp']",insertion,False,False,5,0,3,4
dojo,dzjo,"['dz', 'jo']",substitution,False,False,5,0,4,4
invalid,inalid,"['in', 'ali', 'd']",deletion,True,True,4,0,7,6
embedding,emhbedding,"['em', 'h', 'b', 'edd', 'ing']",insertion,True,True,6,0,9,10
mitt,mtt,"['m', 'tt']",deletion,True,True,4,0,4,3
lux,lu,"['l', 'u']",deletion,True,True,5,0,3,2
complete,codmplete,"['c', 'od', 'mpl', 'e', 'te']",insertion,True,True,8,0,8,9
collect,cojllect,"['c', 'o', 'jl', 'le', 'ct']",insertion,True,True,9,0,7,8
scalar,scafar,"['sc', 'afa', 'r']",substitution,True,True,4,0,6,6
prod,prov,"['pro', 'v']",substitution,True,True,9,0,4,4
more,morre,"['mor', 're']",insertion,True,True,5,0,4,5
duct,doct,"['do', 'ct']",substitution,False,True,10,0,4,4
lash,lasfh,"['las', 'fh']",insertion,False,True,6,0,4,5
ointment,ontment,"['ont', 'ment']",deletion,False,True,4,0,8,7
hen,han,"['h', 'an']",substitution,True,True,6,0,3,3
inline,iinline,"['ii', 'nl', 'i', 'ne']",insertion,True,True,7,0,6,7
asks,askfs,"['ask', 'fs']",insertion,True,True,7,0,4,5
decimal,decial,"['de', 'cial']",deletion,True,True,4,0,7,6
upper,uppr,"['upp', 'r']",deletion,True,True,10,0,5,4
facebook,fucebook,"['fu', 'ceb', 'o', 'ok']",substitution,True,True,6,0,8,8
tra,trq,"['tr', 'q']",substitution,True,True,4,0,3,3
charging,chargng,"['c', 'har', 'gn', 'g']",deletion,False,True,8,0,8,7
ccc,cca,"['cc', 'a']",substitution,False,True,6,0,3,3
solver,sodlver,"['so', 'dl', 'ver']",insertion,False,True,9,0,6,7
your,yeur,"['y', 'eur']",substitution,True,True,4,0,4,4
rang,raog,"['ra', 'og']",substitution,True,True,7,0,4,4
jours,jourcs,"['jour', 'cs']",insertion,True,True,10,0,5,6
secondary,secondxry,"['se', 'con', 'dx', 'ry']",substitution,True,True,9,0,9,9
mise,mist,"['mi', 'st']",substitution,True,True,4,0,4,4
meteor,meteo,"['met', 'eo']",deletion,True,True,6,0,6,5
tres,taes,"['t', 'aes']",substitution,True,True,6,0,4,4
posta,pfosta,"['pf', 'osta']",insertion,False,True,5,0,5,6
peg,per,"['pe', 'r']",substitution,False,True,8,0,3,3
guess,guesd,"['gue', 'sd']",substitution,True,True,6,0,5,5
stub,snub,"['sn', 'ub']",substitution,True,True,9,0,4,4
write,wrte,"['wr', 'te']",deletion,True,True,7,0,5,4
thermal,themal,"['t', 'hem', 'al']",deletion,True,True,7,0,7,6
tester,teter,"['t', 'eter']",deletion,False,True,10,0,6,5
react,readt,"['re', 'adt']",substitution,True,True,5,0,5,5
safe,sae,"['s', 'ae']",deletion,True,True,6,0,4,3
ounce,oudce,"['oud', 'ce']",substitution,False,True,10,0,5,5
xxx,xx,"['x', 'x']",deletion,False,True,4,0,3,2
automatic,automtic,"['au', 'to', 'mt', 'i', 'c']",deletion,True,True,4,0,9,8
give,gie,"['gi', 'e']",deletion,True,True,4,0,4,3
nom,nyom,"['ny', 'om']",insertion,True,True,7,0,3,4
alive,alve,"['al', 've']",deletion,True,True,6,0,5,4
sans,satns,"['sat', 'ns']",insertion,True,True,8,0,4,5
psi,pgsi,"['pg', 'si']",insertion,False,True,4,0,3,4
wallet,wallejt,"['w', 'alle', 'j', 't']",insertion,False,True,12,0,6,7
timeout,timeqout,"['ti', 'me', 'q', 'ou', 't']",insertion,True,True,5,0,7,8
waiting,witing,"['wi', 'ting']",deletion,True,True,5,0,7,6
pleasant,pleasvant,"['ple', 'as', 'vant']",insertion,True,True,4,0,8,9
restart,rfestart,"['r', 'f', 'esta', 'rt']",insertion,True,True,10,0,7,8
fed,fpd,"['fp', 'd']",substitution,True,True,4,0,3,3
finder,findr,"['f', 'indr']",deletion,False,True,10,0,6,5
lush,lssh,"['l', 'ssh']",substitution,False,True,8,0,4,4
lad,lab,"['la', 'b']",substitution,True,True,9,0,3,3
arte,art,"['ar', 't']",deletion,True,True,7,0,4,3
lid,litd,"['lit', 'd']",insertion,True,True,4,0,3,4
omen,omenn,"['omen', 'n']",insertion,False,True,5,0,4,5
assert,asset,"['ass', 'et']",deletion,True,True,4,0,6,5
loon,ljon,"['l', 'jon']",substitution,False,True,6,0,4,4
til,tiu,"['ti', 'u']",substitution,True,True,7,0,3,3
organic,oranic,"['oran', 'ic']",deletion,False,True,6,0,7,6
pear,peam,"['p', 'eam']",substitution,False,True,9,0,4,4
nowrap,nowap,"['no', 'wap']",deletion,False,False,4,0,6,5
sing,simng,"['sim', 'ng']",insertion,True,True,10,0,4,5
floating,foating,"['f', 'o', 'ati', 'ng']",deletion,True,True,10,0,8,7
mal,ma,"['m', 'a']",deletion,True,True,4,0,3,2
rust,rus,"['r', 'us']",deletion,True,True,6,0,4,3
rug,reg,"['r', 'eg']",substitution,True,True,9,0,3,3
mute,mte,"['m', 'te']",deletion,False,True,11,0,4,3
valor,valo,"['val', 'o']",deletion,True,True,10,0,5,4
compare,comparh,"['com', 'par', 'h']",substitution,True,True,5,0,7,7
lander,lanver,"['lan', 'v', 'er']",substitution,False,True,11,0,6,6
wiki,wikei,"['wik', 'ei']",insertion,False,True,11,0,4,5
aire,air,"['a', 'ir']",deletion,False,True,6,0,4,3
amp,ayp,"['a', 'yp']",substitution,True,True,6,0,3,3
che,ce,"['c', 'e']",deletion,True,True,7,0,3,2
mad,mav,"['m', 'av']",substitution,True,True,6,0,3,3
prof,pro,"['p', 'ro']",deletion,True,True,6,0,4,3
expo,expho,"['exp', 'ho']",insertion,False,True,4,0,4,5
vers,ves,"['ve', 's']",deletion,True,True,4,0,4,3
invite,inviae,"['in', 'vi', 'ae']",substitution,False,True,7,0,6,6
capt,caspt,"['cas', 'pt']",insertion,True,True,6,0,4,5
ripe,rcpe,"['rc', 'pe']",substitution,False,True,5,0,4,4
thin,thib,"['th', 'ib']",substitution,True,True,9,0,4,4
onto,ontbo,"['ont', 'bo']",insertion,True,True,4,0,4,5
aan,aav,"['aa', 'v']",substitution,True,True,6,0,3,3
tom,top,"['t', 'op']",substitution,True,True,6,0,3,3
grab,grhab,"['gr', 'hab']",insertion,True,True,5,0,4,5
allow,allsw,"['all', 'sw']",substitution,True,True,6,0,5,5
alle,ayle,"['ay', 'le']",substitution,True,True,6,0,4,4
cation,catbion,"['cat', 'b', 'ion']",insertion,False,True,12,0,6,7
plat,plajt,"['pla', 'jt']",insertion,True,True,10,0,4,5
const,cnst,"['cn', 'st']",deletion,True,True,11,0,5,4
eight,eighgt,"['e', 'igh', 'gt']",insertion,True,True,12,0,5,6
avec,avelc,"['ave', 'lc']",insertion,True,True,9,0,4,5
minus,mius,"['m', 'ius']",deletion,True,True,10,0,5,4
continental,continentl,"['cont', 'in', 'e', 'ntl']",deletion,False,True,12,0,11,10
hydration,hyadration,"['hy', 'adr', 'at', 'i', 'on']",insertion,False,True,4,0,9,10
rai,rmi,"['rm', 'i']",substitution,False,True,6,0,3,3
mag,mg,"['m', 'g']",deletion,True,True,5,0,3,2
opt,ot,"['o', 't']",deletion,True,True,6,0,3,2
arming,aoming,"['ao', 'mi', 'ng']",substitution,False,True,4,0,6,6
packing,packilg,"['pac', 'ki', 'lg']",substitution,False,True,9,0,7,7
relevant,relpevant,"['rel', 'pe', 'v', 'ant']",insertion,True,True,11,0,8,9
chap,chp,"['ch', 'p']",deletion,True,True,5,0,4,3
entre,entrme,"['entr', 'me']",insertion,True,True,6,0,5,6
ret,reg,"['r', 'eg']",substitution,True,True,5,0,3,3
heavy,heavh,"['hea', 'vh']",substitution,True,True,10,0,5,5
persist,permsist,"['p', 'e', 'rm', 'si', 'st']",insertion,True,True,6,0,7,8
true,truue,"['tru', 'ue']",insertion,True,True,5,0,4,5
lick,lici,"['lic', 'i']",substitution,False,True,4,0,4,4
sometimes,sometcmes,"['som', 'et', 'cm', 'es']",substitution,True,True,6,0,9,9
codec,coec,"['co', 'ec']",deletion,False,True,7,0,5,4
sender,sendeir,"['se', 'nde', 'ir']",insertion,True,True,12,0,6,7
aaa,aa,"['a', 'a']",deletion,False,True,4,0,3,2
essential,esssential,"['ess', 'sen', 't', 'ia', 'l']",insertion,True,True,8,0,9,10
always,aqlways,"['aq', 'l', 'w', 'ays']",insertion,True,True,12,0,6,7
gen,gcen,"['gc', 'en']",insertion,True,True,10,0,3,4
voor,vior,"['vio', 'r']",substitution,True,True,11,0,4,4
sat,st,"['s', 't']",deletion,True,True,5,0,3,2
fait,fvit,"['f', 'vit']",substitution,True,True,8,0,4,4
paging,pagting,"['pag', 'ti', 'n', 'g']",insertion,False,True,6,0,6,7
six,sixx,"['si', 'xx']",insertion,True,True,12,0,3,4
smart,smadt,"['sm', 'adt']",substitution,True,True,4,0,5,5
bbb,bb,"['b', 'b']",deletion,False,True,5,0,3,2
widget,widgek,"['w', 'idge', 'k']",substitution,True,True,12,0,6,6
linear,lyinear,"['l', 'y', 'i', 'near']",insertion,True,True,7,0,6,7
underscore,unerscore,"['u', 'n', 'er', 'sc', 'ore']",deletion,False,True,8,0,10,9
avg,avwg,"['av', 'wg']",insertion,False,True,4,0,3,4
roe,rue,"['ru', 'e']",substitution,False,True,5,0,3,3
coding,cding,"['c', 'ding']",deletion,True,True,22,1,6,5
pickup,pickump,"['pick', 'u', 'mp']",insertion,False,True,32,1,6,7
sync,sonc,"['so', 'nc']",substitution,True,True,19,1,4,4
scribe,scribp,"['scr', 'ib', 'p']",substitution,False,True,33,1,6,6
reuse,refse,"['ref', 'se']",substitution,True,True,21,1,5,5
ale,aqe,"['a', 'qe']",substitution,True,True,14,1,3,3
prevent,pevent,"['pe', 'vent']",deletion,True,True,30,1,7,6
mac,mapc,"['ma', 'pc']",insertion,True,True,18,1,3,4
yen,yeh,"['ye', 'h']",substitution,False,True,18,1,3,3
paragraph,paragraeh,"['pa', 'ra', 'gra', 'eh']",substitution,True,True,31,1,9,9
spa,sp,"['s', 'p']",deletion,False,True,25,1,3,2
fix,fi,"['f', 'i']",deletion,True,True,27,1,3,2
pre,pr,"['p', 'r']",deletion,True,True,14,1,3,2
reminder,remindger,"['rem', 'in', 'd', 'ger']",insertion,False,True,19,1,8,9
raft,raxt,"['rax', 't']",substitution,False,True,27,1,4,4
edit,edfit,"['ed', 'fit']",insertion,True,True,35,1,4,5
sub,suf,"['su', 'f']",substitution,True,True,15,1,3,3
comb,caomb,"['cao', 'mb']",insertion,True,True,14,1,4,5
create,creae,"['cre', 'ae']",deletion,True,True,16,1,6,5
acute,acrte,"['acr', 'te']",substitution,False,True,33,1,5,5
gamma,gahma,"['ga', 'hma']",substitution,False,True,25,1,5,5
shire,sdhire,"['s', 'd', 'hire']",insertion,False,True,17,1,5,6
unknown,unknofwn,"['un', 'k', 'nof', 'w', 'n']",insertion,True,True,38,1,7,8
overlap,oveulap,"['ov', 'e', 'ula', 'p']",substitution,True,True,19,1,7,7
azure,auzure,"['au', 'zu', 're']",insertion,True,True,16,1,5,6
promo,protmo,"['pro', 'tm', 'o']",insertion,False,True,22,1,5,6
intern,itern,"['it', 'ern']",deletion,True,True,18,1,6,5
trajectory,trjectory,"['tr', 'j', 'ector', 'y']",deletion,False,True,33,1,10,9
logger,loggjr,"['log', 'g', 'jr']",substitution,True,True,17,1,6,6
haul,hxaul,"['hx', 'aul']",insertion,False,True,30,1,4,5
intro,intyro,"['i', 'nt', 'yro']",insertion,True,True,24,1,5,6
won,wn,"['w', 'n']",deletion,True,True,30,1,3,2
visualization,visualizaton,"['vis', 'uali', 'za', 'ton']",deletion,False,True,34,1,13,12
editing,editieng,"['e', 'di', 't', 'ien', 'g']",insertion,True,True,41,1,7,8
covering,coverin,"['cov', 'e', 'ri', 'n']",deletion,True,True,15,1,8,7
mare,mar,"['ma', 'r']",deletion,True,True,23,1,4,3
contain,cantain,"['ca', 'n', 'tain']",substitution,True,True,33,1,7,7
dense,dnse,"['dn', 'se']",deletion,True,True,39,1,5,4
chant,cuhant,"['c', 'uh', 'ant']",insertion,True,True,32,1,5,6
chat,chai,"['ch', 'ai']",substitution,True,True,14,1,4,4
xmlns,xmlnh,"['xml', 'nh']",substitution,True,True,18,1,5,5
para,par,"['p', 'ar']",deletion,True,True,31,1,4,3
perfect,pzrfect,"['p', 'z', 'r', 'fect']",substitution,True,True,13,1,7,7
mite,mie,"['mi', 'e']",deletion,False,True,33,1,4,3
recall,recal,"['re', 'cal']",deletion,True,True,33,1,6,5
quo,quuo,"['qu', 'uo']",insertion,False,True,17,1,3,4
hawk,haik,"['ha', 'ik']",substitution,False,True,14,1,4,4
dependent,depedndent,"['de', 'ped', 'nde', 'nt']",insertion,True,True,40,1,9,10
rot,rzot,"['rz', 'ot']",insertion,True,True,21,1,3,4
rising,riing,"['ri', 'ing']",deletion,True,True,20,1,6,5
pest,pesb,"['pes', 'b']",substitution,False,True,24,1,4,4
wise,wis,"['w', 'is']",deletion,True,True,32,1,4,3
porter,porteh,"['porte', 'h']",substitution,False,True,14,1,6,6
hind,hqnd,"['hq', 'nd']",substitution,False,True,15,1,4,4
alley,aley,"['a', 'ley']",deletion,False,True,32,1,5,4
offset,olfset,"['olf', 's', 'et']",substitution,True,True,34,1,6,6
brace,bracve,"['b', 'rac', 've']",insertion,False,True,36,1,5,6
visa,vis,"['v', 'is']",deletion,False,True,39,1,4,3
overlay,oveolay,"['ove', 'ol', 'ay']",substitution,True,True,13,1,7,7
sorting,sortimng,"['s', 'ort', 'i', 'mn', 'g']",insertion,True,True,13,1,7,8
caption,cdaption,"['c', 'da', 'pt', 'i', 'on']",insertion,False,True,41,1,7,8
decoder,decodeq,"['d', 'ec', 'od', 'eq']",substitution,False,True,25,1,7,7
spinner,spinntr,"['sp', 'in', 'n', 'tr']",substitution,False,True,13,1,7,7
legation,legaton,"['l', 'ega', 'to', 'n']",deletion,False,False,19,1,8,7
ordering,orderigng,"['o', 'rd', 'er', 'ign', 'g']",insertion,True,True,21,1,8,9
auf,af,"['a', 'f']",deletion,True,True,16,1,3,2
crate,crae,"['cr', 'ae']",deletion,False,True,16,1,5,4
brig,bri,"['b', 'ri']",deletion,True,True,37,1,4,3
debit,dlbit,"['dl', 'bit']",substitution,False,False,14,1,5,5
distinct,dishtinct,"['d', 'ish', 't', 'inc', 't']",insertion,True,True,20,1,8,9
tech,tich,"['tic', 'h']",substitution,False,True,24,1,4,4
zoom,zpoom,"['zp', 'oom']",insertion,True,True,15,1,4,5
forecast,forsecast,"['for', 's', 'ec', 'as', 't']",insertion,False,True,26,1,8,9
can,ckan,"['cka', 'n']",insertion,True,True,24,1,3,4
represent,represet,"['repr', 'es', 'et']",deletion,True,True,15,1,9,8
stalk,stlk,"['st', 'lk']",deletion,False,True,22,1,5,4
put,pot,"['p', 'ot']",substitution,True,True,25,1,3,3
combine,combsne,"['com', 'bs', 'n', 'e']",substitution,True,True,41,1,7,7
annotation,ainotation,"['ain', 'ota', 't', 'io', 'n']",substitution,True,True,24,1,10,10
jar,jr,"['j', 'r']",deletion,True,True,28,1,3,2
cube,cubj,"['cu', 'bj']",substitution,True,True,41,1,4,4
ether,ethe,"['et', 'he']",deletion,False,True,17,1,5,4
cue,cjue,"['cj', 'ue']",insertion,False,True,40,1,3,4
dit,djt,"['d', 'jt']",substitution,True,True,13,1,3,3
four,fbur,"['f', 'bur']",substitution,True,True,36,1,4,4
alias,alis,"['a', 'lis']",deletion,True,True,41,1,5,4
manage,maqnage,"['ma', 'qn', 'ag', 'e']",insertion,True,True,24,1,6,7
dry,dr,"['d', 'r']",deletion,True,True,16,1,3,2
are,ae,"['a', 'e']",deletion,True,True,25,1,3,2
don,doo,"['do', 'o']",substitution,True,True,18,1,3,3
nut,nuqt,"['nu', 'qt']",insertion,True,True,34,1,3,4
echo,ech,"['e', 'ch']",deletion,True,True,40,1,4,3
loom,lboom,"['lb', 'oom']",insertion,False,True,39,1,4,5
let,lt,"['l', 't']",deletion,True,True,16,1,3,2
singular,singsular,"['s', 'in', 'gs', 'ul', 'ar']",insertion,True,True,21,1,8,9
raising,rfaising,"['rf', 'aising']",insertion,True,True,22,1,7,8
constructor,consxructor,"['cons', 'x', 'ruc', 'tor']",substitution,True,True,16,1,11,11
directory,directorry,"['director', 'r', 'y']",insertion,True,True,39,1,9,10
walker,waler,"['wal', 'er']",deletion,False,True,41,1,6,5
calculator,calcultor,"['cal', 'cul', 't', 'or']",deletion,False,True,34,1,10,9
rag,ram,"['r', 'am']",substitution,True,True,13,1,3,3
rage,rge,"['rg', 'e']",deletion,False,True,37,1,4,3
baseline,basline,"['b', 'as', 'li', 'ne']",deletion,False,True,16,1,8,7
hoc,hpc,"['h', 'pc']",substitution,False,True,28,1,3,3
maze,mnze,"['mn', 'ze']",substitution,False,True,21,1,4,4
tern,tejn,"['te', 'jn']",substitution,False,True,14,1,4,4
guild,guiltd,"['gu', 'il', 'td']",insertion,False,True,26,1,5,6
cum,cuvm,"['cu', 'vm']",insertion,True,True,41,1,3,4
sole,soe,"['so', 'e']",deletion,True,True,26,1,4,3
mit,midt,"['mi', 'dt']",insertion,True,True,33,1,3,4
thumb,thum,"['t', 'hum']",deletion,True,True,23,1,5,4
allows,allouws,"['all', 'o', 'uw', 's']",insertion,True,True,24,1,6,7
flare,fplare,"['fp', 'lar', 'e']",insertion,False,True,26,1,5,6
pawn,pwn,"['p', 'wn']",deletion,False,False,23,1,4,3
upon,upyon,"['up', 'yon']",insertion,True,True,21,1,4,5
initial,initiaa,"['in', 'iti', 'aa']",substitution,True,True,18,1,7,7
dirty,divrty,"['di', 'vr', 'ty']",insertion,True,True,16,1,5,6
held,hel,"['he', 'l']",deletion,True,True,39,1,4,3
flake,fake,"['f', 'ake']",deletion,False,True,14,1,5,4
alla,alsa,"['al', 'sa']",substitution,True,True,14,1,4,4
basic,baasic,"['b', 'aa', 'sic']",insertion,True,True,21,1,5,6
ape,ale,"['a', 'le']",substitution,False,True,31,1,3,3
hire,hice,"['h', 'ice']",substitution,False,True,15,1,4,4
lore,lre,"['l', 're']",deletion,False,True,24,1,4,3
vestment,vestmnt,"['vest', 'mnt']",deletion,False,False,23,1,8,7
deep,deebp,"['dee', 'bp']",insertion,True,True,15,1,4,5
ill,ihll,"['ih', 'll']",insertion,True,True,37,1,3,4
gray,gay,"['ga', 'y']",deletion,True,True,36,1,4,3
ledge,ldge,"['ld', 'ge']",deletion,False,True,15,1,5,4
advert,advet,"['ad', 'vet']",deletion,True,True,21,1,6,5
connecting,conneceting,"['conn', 'ece', 't', 'in', 'g']",insertion,True,True,13,1,10,11
rapid,raid,"['ra', 'id']",deletion,True,True,18,1,5,4
rack,rck,"['rc', 'k']",deletion,False,True,13,1,4,3
runtime,runqime,"['run', 'qi', 'me']",substitution,True,True,21,1,7,7
navigator,navigatr,"['n', 'avi', 'ga', 't', 'r']",deletion,False,True,34,1,9,8
emma,ema,"['e', 'ma']",deletion,False,True,14,1,4,3
connector,connmctor,"['con', 'n', 'm', 'c', 'tor']",substitution,False,True,32,1,9,9
subsection,subsectin,"['subs', 'ec', 'tin']",deletion,False,True,16,1,10,9
coma,caoma,"['ca', 'oma']",insertion,False,True,36,1,4,5
enter,entenr,"['e', 'nte', 'nr']",insertion,True,True,21,1,5,6
lit,lzt,"['l', 'zt']",substitution,True,True,52,2,3,3
push,pusyh,"['pus', 'yh']",insertion,True,True,51,2,4,5
turtle,turle,"['tur', 'le']",deletion,False,True,67,2,6,5
kill,kilpl,"['kil', 'pl']",insertion,True,True,45,2,4,5
silent,siolent,"['s', 'io', 'le', 'nt']",insertion,True,True,54,2,6,7
payload,papyload,"['p', 'apy', 'l', 'o', 'ad']",insertion,True,True,74,2,7,8
losing,lnosing,"['ln', 'os', 'ing']",insertion,False,False,60,2,6,7
tram,trnam,"['tr', 'nam']",insertion,True,True,81,2,4,5
alphabet,alphabej,"['al', 'pha', 'be', 'j']",substitution,True,True,78,2,8,8
duck,dack,"['dac', 'k']",substitution,False,True,57,2,4,4
fit,fct,"['fc', 't']",substitution,True,True,60,2,3,3
hood,hcood,"['hc', 'ood']",insertion,False,True,80,2,4,5
traction,taction,"['t', 'action']",deletion,False,True,87,2,8,7
chef,chsef,"['chs', 'ef']",insertion,True,True,101,2,4,5
shipping,shippsng,"['sh', 'ipp', 'sn', 'g']",substitution,False,True,112,2,8,8
taxonomy,taxodnomy,"['ta', 'xo', 'd', 'n', 'omy']",insertion,False,True,47,2,8,9
riding,ridang,"['ri', 'da', 'ng']",substitution,False,True,94,2,6,6
cream,creai,"['cre', 'ai']",substitution,False,True,54,2,5,5
pure,purt,"['pur', 't']",substitution,True,True,65,2,4,4
loading,loaing,"['lo', 'a', 'ing']",deletion,True,True,42,2,7,6
browser,browsear,"['browse', 'a', 'r']",insertion,True,True,70,2,7,8
pet,pmet,"['p', 'met']",insertion,True,True,47,2,3,4
sleep,seeep,"['see', 'ep']",substitution,True,True,92,2,5,5
mail,maic,"['m', 'aic']",substitution,True,True,122,2,4,4
forum,formum,"['form', 'u', 'm']",insertion,True,True,88,2,5,6
knife,knifpe,"['kn', 'if', 'pe']",insertion,False,True,82,2,5,6
boarding,boardiing,"['board', 'i', 'i', 'n', 'g']",insertion,False,True,43,2,8,9
miner,mier,"['m', 'ier']",deletion,False,True,122,2,5,4
lock,lck,"['lc', 'k']",deletion,True,True,99,2,4,3
apps,aps,"['ap', 's']",deletion,True,True,46,2,4,3
dynamic,dynamoic,"['d', 'ynamo', 'i', 'c']",insertion,True,True,111,2,7,8
wear,weae,"['we', 'ae']",substitution,True,True,45,2,4,4
mob,mokb,"['mo', 'kb']",insertion,True,True,55,2,3,4
cart,cark,"['car', 'k']",substitution,True,True,65,2,4,4
meal,melal,"['mel', 'al']",insertion,False,True,92,2,4,5
rent,ret,"['r', 'et']",deletion,True,True,116,2,4,3
hub,hupb,"['hu', 'pb']",insertion,True,True,106,2,3,4
lime,limg,"['l', 'img']",substitution,False,True,51,2,4,4
inn,indn,"['in', 'dn']",insertion,True,True,42,2,3,4
transform,trangsform,"['tr', 'angs', 'form']",insertion,True,True,51,2,9,10
snow,snol,"['sn', 'ol']",substitution,True,True,58,2,4,4
password,passord,"['pas', 's', 'o', 'rd']",deletion,True,True,61,2,8,7
toy,tgy,"['tg', 'y']",substitution,False,True,110,2,3,3
metadata,metadat,"['m', 'et', 'ad', 'at']",deletion,True,True,109,2,8,7
outside,outsid,"['out', 'sid']",deletion,True,True,62,2,7,6
snake,snale,"['sn', 'ale']",substitution,False,True,133,2,5,5
exists,exidts,"['ex', 'id', 'ts']",substitution,True,True,48,2,6,6
high,hig,"['h', 'ig']",deletion,True,True,50,2,4,3
summary,summry,"['sum', 'm', 'ry']",deletion,True,True,76,2,7,6
mirror,mirrsor,"['mir', 'rs', 'or']",insertion,True,True,126,2,6,7
routine,routie,"['ro', 'uti', 'e']",deletion,True,True,54,2,7,6
hunter,huntser,"['h', 'unt', 'se', 'r']",insertion,False,True,104,2,6,7
syn,sy,"['s', 'y']",deletion,True,True,45,2,3,2
proper,prozer,"['p', 'ro', 'zer']",substitution,True,True,70,2,6,6
fixture,fiture,"['fit', 'ur', 'e']",deletion,False,True,121,2,7,6
shadow,shavdow,"['sha', 'vd', 'o', 'w']",insertion,True,True,67,2,6,7
black,blafck,"['bl', 'afc', 'k']",insertion,True,True,65,2,5,6
reply,reyly,"['rey', 'ly']",substitution,True,True,47,2,5,5
bearer,beanrer,"['b', 'e', 'an', 'rer']",insertion,False,True,62,2,6,7
pile,puile,"['pu', 'ile']",insertion,False,True,109,2,4,5
swing,swng,"['sw', 'ng']",deletion,True,True,43,2,5,4
filter,fiter,"['f', 'iter']",deletion,True,True,101,2,6,5
monitor,moniftor,"['mon', 'if', 't', 'o', 'r']",insertion,True,True,58,2,7,8
subscriber,subscribeor,"['sub', 'scr', 'ibe', 'o', 'r']",insertion,False,True,72,2,10,11
ghost,ghott,"['gh', 'ott']",substitution,False,True,129,2,5,5
constant,cojstant,"['co', 'j', 'stant']",substitution,True,True,63,2,8,8
clone,clonx,"['clo', 'nx']",substitution,True,True,60,2,5,5
portal,portil,"['port', 'il']",substitution,True,True,80,2,6,6
blend,blen,"['b', 'len']",deletion,False,True,44,2,5,4
ear,eear,"['eea', 'r']",insertion,True,True,121,2,3,4
geometry,geometqry,"['ge', 'om', 'et', 'qry']",insertion,True,True,113,2,8,9
mutation,mudation,"['m', 'ud', 'at', 'ion']",substitution,False,True,101,2,8,8
trigger,trigker,"['tr', 'ig', 'k', 'er']",substitution,True,True,56,2,7,7
trait,trabt,"['tra', 'bt']",substitution,True,True,117,2,5,5
rice,rvce,"['rv', 'ce']",substitution,True,True,126,2,4,4
submission,submissin,"['s', 'u', 'bm', 'is', 'sin']",deletion,True,True,133,2,10,9
stack,stback,"['s', 'tb', 'ack']",insertion,True,True,58,2,5,6
counter,countir,"['c', 'oun', 't', 'ir']",substitution,True,True,63,2,7,7
vector,vecttor,"['vec', 'tt', 'or']",insertion,True,True,115,2,6,7
rap,rad,"['ra', 'd']",substitution,True,True,84,2,3,3
timing,timng,"['tim', 'ng']",deletion,True,True,57,2,6,5
serial,sferial,"['sf', 'e', 'ria', 'l']",insertion,True,True,121,2,6,7
extract,extrat,"['extr', 'a', 't']",deletion,True,True,47,2,7,6
